,tweet,brand,sentiment,lemmatization,polarity
4422,innovation banking coming mobile innovators apple google verizon sxsw bankinnovation,Apple,No emotion toward brand or product,innovation banking coming mobile innovator apple google verizon sxsw bankinnovation,0.0
4423,id pay ipad 2 person gets zaarly referrals march 12th zaarlyiscoming winning sxsw,Apple,Positive emotion,id pay ipad 2 person get zaarly referral march 12th zaarlyiscoming winning sxsw,0.5
4424,sxsw tron ipad app swish behind scenes footage amp directors notes syncs blueray playing film,Apple,No emotion toward brand or product,sxsw tron ipad app swish behind scene footage amp director note syncs blueray playing film,-0.4
4425,think ipad eminent typing thoughtful notes phone working mac book big handwriting ridic sxsw day 2 conquered,Apple,No emotion toward brand or product,think ipad eminent typing thoughtful note phone working mac book big handwriting ridic sxsw day 2 conquered,0.2
4426,verizon iphone kicking hairy butts sxsw hows atampt phone sxsw,Apple,Positive emotion,verizon iphone kicking hairy butt sxsw hows atampt phone sxsw,0.0
4427,verizon iphone kicking hairy butts sxsw hows atampt phone sxsw,Apple,Negative emotion,verizon iphone kicking hairy butt sxsw hows atampt phone sxsw,0.0
4428,woman great fessing issues admitting google could better sxsw,Google,No emotion toward brand or product,woman great fessing issue admitting google could better sxsw,0.65
4429,mike tyson signing autographs promote iphone boxing game oh mighty fallen sxswi sxsw,Apple,Positive emotion,mike tyson signing autograph promote iphone boxing game oh mighty fallen sxswi sxsw,0.0
4430,lisa cohen announced iphone app month sweet comcom sxsw,Apple,No emotion toward brand or product,lisa cohen announced iphone app month sweet comcom sxsw,0.35
4431,mike tyson launched iphone game sxsw tech news,Apple,Positive emotion,mike tyson launched iphone game sxsw tech news,-0.4
4432,wanting line unconfirmed apple popup store ipad 2 sxsw,Apple,Positive emotion,wanting line unconfirmed apple popup store ipad 2 sxsw,0.0
4433,waiting line ipad 2 said may leftcrossing fingers sxsw,Apple,Positive emotion,waiting line ipad 2 said may leftcrossing finger sxsw,0.0
4434,rtmention love sxsw quotapple comes cool technology ones ever heard dont go conferencesquot,Apple,Positive emotion,rtmention love sxsw quotapple come cool technology one ever heard dont go conferencesquot,0.425
4435,12 billion miles year driven google navigation mobile sxsw,Google,Negative emotion,12 billion mile year driven google navigation mobile sxsw,0.0
4436,definition meeping google messaging techi sxsw,Google,No emotion toward brand or product,definition meeping google messaging techi sxsw,0.0
4437,order 2 week wait rt decided need ipad usguys sxsw,Apple,Positive emotion,order 2 week wait rt decided need ipad usguys sxsw,0.0
4438,party good college party feel sxsw,Others,Positive emotion,party good college party feel sxsw,0.7
4439,30 million people go google every month get doctor information vitalscom sxsw,Google,Positive emotion,30 million people go google every month get doctor information vitalscom sxsw,0.0
4440,mike tyson punchout todayfeels like 1985 iphone facial tattoo sxsw time machine,Apple,Positive emotion,mike tyson punchout todayfeels like 1985 iphone facial tattoo sxsw time machine,0.0
4441,left brain search google right brain search x best session today covering semantic web recommendations sxsw,Google,Positive emotion,left brain search google right brain search x best session today covering semantic web recommendation sxsw,0.42857142857142855
4442,never seen many apple products life sxsw,Apple,No emotion toward brand or product,never seen many apple product life sxsw,0.5
4443,never seen many heads turn one point someone apple asks question reid hoffman sxsw,Apple,No emotion toward brand or product,never seen many head turn one point someone apple asks question reid hoffman sxsw,0.5
4444,podcast social business summit 2011 austin sxsw listened new iphone delight,Apple,Positive emotion,podcast social business summit 2011 austin sxsw listened new iphone delight,0.08484848484848484
4445,rtmention ts rumor apple opening temporary store downtown austin sxsw ipad 2 launch,Apple,No emotion toward brand or product,rtmention t rumor apple opening temporary store downtown austin sxsw ipad 2 launch,0.0
4446,sitting floor hyatt next outlet topping iphone charge like kind tech junkie sxsw sxsw11,Apple,No emotion toward brand or product,sitting floor hyatt next outlet topping iphone charge like kind tech junkie sxsw sxsw11,0.3
4447,sitting floor behind guy whos fondling new ipad 2 disturbing way sxsw,Apple,No emotion toward brand or product,sitting floor behind guy who fondling new ipad 2 disturbing way sxsw,-0.2545454545454546
4448,sitting ground waiting ipad austin apple popup store sxsw geek,Apple,Positive emotion,sitting ground waiting ipad austin apple popup store sxsw geek,0.0
4449,windows scarborough building corner 6th amp congress blacked apple popup store born sxsw welivehere,Apple,Positive emotion,window scarborough building corner 6th amp congress blacked apple popup store born sxsw welivehere,0.0
4450,ive taken sxsw iphone ipad apps granted realizing amazing apps big applause designersdevs sxsw,Apple,Positive emotion,ive taken sxsw iphone ipad apps granted realizing amazing apps big applause designersdevs sxsw,0.30000000000000004
4451,made time podcast strange iphone corrects quotnostalgicquot sxsw,Apple,Positive emotion,made time podcast strange iphone corrects quotnostalgicquot sxsw,-0.05
4452,never sxsw first year dont want go jumped shark rt rumor apple opening temp,Apple,Positive emotion,never sxsw first year dont want go jumped shark rt rumor apple opening temp,0.25
4453,town sxsw sure check us using google places foursquare kick ass deals foursquare googleplaces,Google,No emotion toward brand or product,town sxsw sure check u using google place foursquare kick as deal foursquare googleplaces,0.5
4454,fun w new checkins feature iphone see latest article quotroll 4squarequot sxsw,Apple,Negative emotion,fun w new checkins feature iphone see latest article quotroll 4squarequot sxsw,0.3121212121212121
4455,mike tyson wants iphone knockout sxsw cnet blogs,Apple,Positive emotion,mike tyson want iphone knockout sxsw cnet blog,0.0
4456,interrupt regularly scheduled sxsw geek programming big news google circles via,Google,Positive emotion,interrupt regularly scheduled sxsw geek programming big news google circle via,0.0
4457,rtmention whats going sxsw today share photos video ireport cnn iphone app,Apple,Positive emotion,rtmention whats going sxsw today share photo video ireport cnn iphone app,0.0
4458,rtmention whats going sxsw today share photos video ireport cnn iphone app,Apple,No emotion toward brand or product,rtmention whats going sxsw today share photo video ireport cnn iphone app,0.0
4459,fun google analytics berklee topspin class havent used great info marketing music sxsw,Google,No emotion toward brand or product,fun google analytics berklee topspin class havent used great info marketing music sxsw,0.55
4460,go iphone get txts 5 best sxsw apps,Apple,Positive emotion,go iphone get txts 5 best sxsw apps,1.0
4461,hey austin know little iphone android love music amp wanna make 20hour sxsw please let know,Google,Positive emotion,hey austin know little iphone android love music amp wanna make 20hour sxsw please let know,0.15625
4462,correction cab driver well prepared sxsw hes got laptop blackberry iphone dashboard got regular cell 2,Apple,Positive emotion,correction cab driver well prepared sxsw he got laptop blackberry iphone dashboard got regular cell 2,0.0
4463,arent apples rt woke sandwiched iphone ipad forgot much sxsw like geek spring break,Apple,No emotion toward brand or product,arent apple rt woke sandwiched iphone ipad forgot much sxsw like geek spring break,0.2
4464,tlds havent factor google rankings remember smx shouldnt get wrapped domains sxsw,Google,Positive emotion,tlds havent factor google ranking remember smx shouldnt get wrapped domain sxsw,0.0
4465,werent even born yet rt googles sxsw party theme quotparty like 1986quotmention maggie maes pic,Google,No emotion toward brand or product,werent even born yet rt google sxsw party theme quotparty like 1986quotmention maggie maes pic,0.0
4466,didnt get ipad 2 im sxsw yes depressed,Apple,Positive emotion,didnt get ipad 2 im sxsw yes depressed,0.0
4467,dont web pages appear google qagb sxsw,Google,No emotion toward brand or product,dont web page appear google qagb sxsw,0.0
4468,lol dont see single pc user around meûójust macbooks ipads web devs definitely apple folks sxsw apple,Apple,No emotion toward brand or product,lol dont see single pc user around meûójust macbooks ipads web devs definitely apple folk sxsw apple,0.24285714285714288
4469,groupedin guy quotdo iphone ipad ipod touchquot quotall thosequot decency blush least sxsw,Apple,No emotion toward brand or product,groupedin guy quotdo iphone ipad ipod touchquot quotall thosequot decency blush least sxsw,-0.3
4470,groupedin nice app groups aber leider nur fì_r iphone sxsw,Apple,Positive emotion,groupedin nice app group aber leider nur fì_r iphone sxsw,0.6
4471,wait fiona apple town somebody kidnap put recording studio records new album sxsw,Apple,No emotion toward brand or product,wait fiona apple town somebody kidnap put recording studio record new album sxsw,0.13636363636363635
4472,whos gonna get ipad2 today weekend ipad2 bet lines apple pop store austin sxsw huge,Apple,No emotion toward brand or product,who gonna get ipad2 today weekend ipad2 bet line apple pop store austin sxsw huge,0.4000000000000001
4473,wanna babies rt platform flipboard iphone team started working sxflip sxsw sxswi,Apple,Positive emotion,wanna baby rt platform flipboard iphone team started working sxflip sxsw sxswi,0.0
4474,whos gonna leave sxsw tomorrow 5pm go purchase ipad2 map store,Apple,No emotion toward brand or product,who gonna leave sxsw tomorrow 5pm go purchase ipad2 map store,0.0
4475,nah im traveling sxsw called apple guy,Apple,Positive emotion,nah im traveling sxsw called apple guy,0.0
4476,google renames augmented reality contextual discovery sxsw,Google,No emotion toward brand or product,google renames augmented reality contextual discovery sxsw,0.0
4477,ipad 2 sync complete im live livingthedream sxsw,Apple,Positive emotion,ipad 2 sync complete im live livingthedream sxsw,0.11818181818181818
4478,testing ncaa mmod ipad app sxsw session flawless livesteam bracket show atampt ad atrix makes sense mute though,Apple,No emotion toward brand or product,testing ncaa mmod ipad app sxsw session flawless livesteam bracket show atampt ad atrix make sense mute though,1.0
4479,grrrplancast stuff exported google calendar san diegopacific time shift central tme wack sxsw,Google,No emotion toward brand or product,grrrplancast stuff exported google calendar san diegopacific time shift central tme wack sxsw,0.0
4480,cancel trip austin sxsw todayim weather found great itunes mix sxsw artists amp freelink,Apple,No emotion toward brand or product,cancel trip austin sxsw todayim weather found great itunes mix sxsw artist amp freelink,0.8
4481,ipad2 launch apple popup store austin texas sxsw,Apple,No emotion toward brand or product,ipad2 launch apple popup store austin texas sxsw,0.0
4482,including emotional thing ipad barrydiller sxsw pnid,Apple,No emotion toward brand or product,including emotional thing ipad barrydiller sxsw pnid,0.0
4483,james franco going notes sxsw speech ipad 2 vs android vs world got ipad days ago feels like expert already,Apple,No emotion toward brand or product,james franco going note sxsw speech ipad 2 v android v world got ipad day ago feel like expert already,0.0
4484,also function ipad ûïmention sure lot ipads flight nerdsunite sxswû,Apple,Positive emotion,also function ipad ûïmention sure lot ipads flight nerdsunite sxswû,0.5
4485,¼ go beyond borders ã_ edchat musedchat sxsw sxswi classical newtwitter,Apple,Positive emotion,¼ go beyond border ã_ edchat musedchat sxsw sxswi classical newtwitter,0.0
4486,crowley cashmore think ipad 2 minor step tell people standing line sxsw apple popup store checkins,Apple,Negative emotion,crowley cashmore think ipad 2 minor step tell people standing line sxsw apple popup store checkins,-0.05
4487,wow demand ipad 2 insatiable seems sold everywhere austin texas suppose sxsw town isnt helping,Apple,Positive emotion,wow demand ipad 2 insatiable seems sold everywhere austin texas suppose sxsw town isnt helping,0.1
4488,345 put word quotfoodquot google maps search phone yeah sxsw,Google,No emotion toward brand or product,345 put word quotfoodquot google map search phone yeah sxsw,0.0
4489,stop let us make custom iphone case zazzlesxsw sxsw sxswi,Apple,Positive emotion,stop let u make custom iphone case zazzlesxsw sxsw sxswi,0.0
4490,swisher mccue see clear flow netscape yahoo google terms learning mistakes prior sxflip sxsw,Google,Positive emotion,swisher mccue see clear flow netscape yahoo google term learning mistake prior sxflip sxsw,0.05000000000000001
4491,trueand rare rt yet see someone pc dell otherwise sxsw apple macbook pro ipadssxsw,Apple,No emotion toward brand or product,trueand rare rt yet see someone pc dell otherwise sxsw apple macbook pro ipadssxsw,0.3
4492,chillin talkin ux design perspective used programmer superhappydevhouse google sxsw h4cker,Google,No emotion toward brand or product,chillin talkin ux design perspective used programmer superhappydevhouse google sxsw h4cker,0.0
4493,line around block sxsw popup apple store apple store sxsw photo,Apple,Positive emotion,line around block sxsw popup apple store apple store sxsw photo,0.0
4494,line around corner ipad2 sxsw say wait ive already got two cameras iphone sorry apple,Apple,Positive emotion,line around corner ipad2 sxsw say wait ive already got two camera iphone sorry apple,-0.5
4495,anyone find makeshift apple store sxsw yet,Apple,No emotion toward brand or product,anyone find makeshift apple store sxsw yet,0.0
4496,sxsw bound keep eye may give away iphone case atx land,Apple,No emotion toward brand or product,sxsw bound keep eye may give away iphone case atx land,0.0
4497,surrounded lots ipad 2 boxes sxsw,Apple,No emotion toward brand or product,surrounded lot ipad 2 box sxsw,0.0
4498,sxsw attendees come see aquent booth 1415 sxsw trade show might win ipad 2,Apple,No emotion toward brand or product,sxsw attendee come see aquent booth 1415 sxsw trade show might win ipad 2,0.8
4499,gee wonder many android apps updating sxsw,Google,No emotion toward brand or product,gee wonder many android apps updating sxsw,0.5
4500,bereft wanderer white cord limp lifeless outlet iphone sxsw poetry,Apple,No emotion toward brand or product,bereft wanderer white cord limp lifeless outlet iphone sxsw poetry,-0.1
4501,hey vufinders awesome new update iphone app 3x speedup object tagging outside sxsw conf hours,Apple,Negative emotion,hey vufinders awesome new update iphone app 3x speedup object tagging outside sxsw conf hour,0.37878787878787873
4502,sxsw indieauthors sanders quotone author talked technology stories isnt facebookiphone showing storiesquot,Apple,Positive emotion,sxsw indieauthors sander quotone author talked technology story isnt facebookiphone showing storiesquot,0.0
4503,really finding enjoying ipad design principles well done tapworthy useful clear points throughout sxsw,Apple,No emotion toward brand or product,really finding enjoying ipad design principle well done tapworthy useful clear point throughout sxsw,0.275
4504,google finding new ways help small business say place page sxsw heres overview,Google,Positive emotion,google finding new way help small business say place page sxsw here overview,-0.05681818181818182
4505,google handing free pi pi day sxsw win,Google,Positive emotion,google handing free pi pi day sxsw win,0.6000000000000001
4506,cant handle everyones tweets new flipboard jealous thinking taking plunge buying ipad sxsw,Apple,No emotion toward brand or product,cant handle everyones tweet new flipboard jealous thinking taking plunge buying ipad sxsw,0.13636363636363635
4507,man panhandling ipad 2 sxsw whats world coming ltseriouslygt,Apple,Negative emotion,man panhandling ipad 2 sxsw whats world coming ltseriouslygt,0.0
4508,man panhandling ipad 2 sxsw whatûªs world coming ipad2 sxsw,Apple,Positive emotion,man panhandling ipad 2 sxsw whatûªs world coming ipad2 sxsw,0.0
4509,man panhandling ipad 2 sxsw whatûªs world coming ipad apple tablet sxsw,Apple,No emotion toward brand or product,man panhandling ipad 2 sxsw whatûªs world coming ipad apple tablet sxsw,0.0
4510,global android activations mapped animated smartphones technology wireless mobile tech sxsw sxswi eidt,Google,Positive emotion,global android activation mapped animated smartphones technology wireless mobile tech sxsw sxswi eidt,0.0
4511,team android party come table amp show us appolicious app yr phone enter win nexus sxsw,Google,Positive emotion,team android party come table amp show u appolicious app yr phone enter win nexus sxsw,0.8
4512,free android tshirt sxsw,Google,Positive emotion,free android tshirt sxsw,0.4
4513,sxsw qandroid webkit lags safari webkit want acceleration pervasive browserwars,Google,Positive emotion,sxsw qandroid webkit lag safari webkit want acceleration pervasive browserwars,0.0
4514,dear friends secret michael cerabarbarian group show 5 pm sxsw sxswi,Others,No emotion toward brand or product,dear friend secret michael cerabarbarian group show 5 pm sxsw sxswi,-0.4
4515,dear friends would anyone lend ipad wedmon mar 914 sxsw let drop data back would thank fb,Apple,No emotion toward brand or product,dear friend would anyone lend ipad wedmon mar 914 sxsw let drop data back would thank fb,0.0
4516,tandy 100 great grandfather ipad u tell sxswi sxsw,Apple,Negative emotion,tandy 100 great grandfather ipad u tell sxswi sxsw,0.8
4517,domo iphone amp android app share facebook strangers via domo sxsw,Google,No emotion toward brand or product,domo iphone amp android app share facebook stranger via domo sxsw,0.0
4518,iphone sxsw app would b pretty awesome didnt crash every 10mins extended browsing fuckit illmakeitwork,Apple,Positive emotion,iphone sxsw app would b pretty awesome didnt crash every 10mins extended browsing fuckit illmakeitwork,0.625
4519,best iphone accessory sxsw rockstache techsmith istache via,Apple,Positive emotion,best iphone accessory sxsw rockstache techsmith istache via,1.0
4520,hey iphone android developers favorite online development resource sxsw,Google,No emotion toward brand or product,hey iphone android developer favorite online development resource sxsw,0.5
4521,sxsw iphone app awesome ipad app crashes every time sxsw,Apple,No emotion toward brand or product,sxsw iphone app awesome ipad app crash every time sxsw,1.0
4522,iphone apps put screen 1 sxsw making new ui next 7 days,Apple,No emotion toward brand or product,iphone apps put screen 1 sxsw making new ui next 7 day,0.06818181818181818
4523,iphone art accidentally made sxsw,Apple,No emotion toward brand or product,iphone art accidentally made sxsw,0.0
4524,everyone sxsw going new ipad 2,Apple,Positive emotion,everyone sxsw going new ipad 2,0.13636363636363635
4525,free iphone chargers austin music hall ignite party sxsw,Apple,Negative emotion,free iphone charger austin music hall ignite party sxsw,0.4
4526,anyone else sxsw know google showing circles today,Google,Positive emotion,anyone else sxsw know google showing circle today,0.0
4527,anyone else think googles marissa mayer looks like laura linney sxsw,Google,No emotion toward brand or product,anyone else think google marissa mayer look like laura linney sxsw,0.0
4528,im line ipad 2 sxsw,Apple,Negative emotion,im line ipad 2 sxsw,0.0
4529,whoa line ipad2 3blks long apple austin sxsw,Apple,No emotion toward brand or product,whoa line ipad2 3blks long apple austin sxsw,-0.05
4530,line ipad 2 temp apple store austin texas sxsw,Apple,No emotion toward brand or product,line ipad 2 temp apple store austin texas sxsw,0.0
4531,iphone game presentation delivered windows laptop amusing sxsw,Apple,No emotion toward brand or product,iphone game presentation delivered window laptop amusing sxsw,0.09999999999999998
4532,anyone dongle apple air sxsw found use slides would huge help crowdsourced dongle sxsw,Apple,No emotion toward brand or product,anyone dongle apple air sxsw found use slide would huge help crowdsourced dongle sxsw,0.4000000000000001
4533,anyone picture apple pop store sxsw austin wanna see,Apple,No emotion toward brand or product,anyone picture apple pop store sxsw austin wanna see,0.0
4534,anyone address yeasayer concert tonight google maps failing sxsw,Google,No emotion toward brand or product,anyone address yeasayer concert tonight google map failing sxsw,0.0
4535,anyone news sxsw ipad 2 musthave course,Apple,Positive emotion,anyone news sxsw ipad 2 musthave course,0.0
4536,ipad 2 line easily 300 deep sxsw,Apple,Positive emotion,ipad 2 line easily 300 deep sxsw,0.21666666666666667
4537,anyone know google talk circles sxsw,Google,No emotion toward brand or product,anyone know google talk circle sxsw,0.0
4538,anyone know store sxsw still ipad 2s stock,Apple,I can't tell,anyone know store sxsw still ipad 2 stock,0.0
4539,anyone know sxsw pop apple store ipad2 left,Apple,No emotion toward brand or product,anyone know sxsw pop apple store ipad2 left,0.0
4540,anyone know apple popup store sxsw still stock,Apple,No emotion toward brand or product,anyone know apple popup store sxsw still stock,0.0
4541,anyone know way watch announcement sxsw,Google,Negative emotion,anyone know way watch announcement sxsw,0.0
4542,anyone know name tv experience sharing iphone app mentioned quotthe last broadcastquot panel sxsw thanks,Apple,Positive emotion,anyone know name tv experience sharing iphone app mentioned quotthe last broadcastquot panel sxsw thanks,0.1
4543,best iphone mobile readable sxsw interactive film schedule site,Apple,No emotion toward brand or product,best iphone mobile readable sxsw interactive film schedule site,1.0
4544,asked one booth people apple paid every single booth show product ipad2s said idontbelieve sxsw,Apple,No emotion toward brand or product,asked one booth people apple paid every single booth show product ipad2s said idontbelieve sxsw,-0.07142857142857142
4545,one least helpful sessions sxsw leave session amp read ipad design notes instead uxdes,Apple,Positive emotion,one least helpful session sxsw leave session amp read ipad design note instead uxdes,-0.3
4546,one three best apps weve seen sxsw,Others,No emotion toward brand or product,one three best apps weve seen sxsw,1.0
4547,life online podcast w android security sxsw dickbar ie6 amp ipad 2 lolshow,Apple,No emotion toward brand or product,life online podcast w android security sxsw dickbar ie6 amp ipad 2 lolshow,0.0
4548,ipad 2 line stretching around block sxsw,Apple,No emotion toward brand or product,ipad 2 line stretching around block sxsw,0.0
4549,everyone works google genius seriously smart artistic sxsw,Google,No emotion toward brand or product,everyone work google genius seriously smart artistic sxsw,0.2738095238095238
4550,turn iphone landscape web app details sxsw cartridge contest,Apple,No emotion toward brand or product,turn iphone landscape web app detail sxsw cartridge contest,0.0
4551,get line things probably get crazy temp apple store bit sxsw,Apple,Negative emotion,get line thing probably get crazy temp apple store bit sxsw,-0.6
4552,iphone rt find one gadget going bag sxsw,Apple,Positive emotion,iphone rt find one gadget going bag sxsw,0.0
4553,another one holy social fragmentationgtgoogle launch new social network called circles possibly 2day sxsw,Google,Positive emotion,another one holy social fragmentationgtgoogle launch new social network called circle possibly 2day sxsw,0.05075757575757575
4554,ok someones trying tell something 2nd day row got sxsw apple store right closed,Apple,No emotion toward brand or product,ok someone trying tell something 2nd day row got sxsw apple store right closed,0.17142857142857143
4555,apple opened popup store sxsw release ipad 2 quite scene geek power,Apple,No emotion toward brand or product,apple opened popup store sxsw release ipad 2 quite scene geek power,0.0
4556,apple opened temp store 6 amp congress sxsw dope,Apple,Positive emotion,apple opened temp store 6 amp congress sxsw dope,0.0
4557,people lined around block outside temporary apple store set downtown sxsw buy ipads get_a_lyfe,Apple,No emotion toward brand or product,people lined around block outside temporary apple store set downtown sxsw buy ipads get_a_lyfe,0.0
4558,needs driving buddy 30 hours albany sxsw gt,Others,No emotion toward brand or product,need driving buddy 30 hour albany sxsw gt,0.0
4559,panel quotyour mom ipad designing boomersquot sxsw,Apple,No emotion toward brand or product,panel quotyour mom ipad designing boomersquot sxsw,0.0
4560,linkedin nelson medina hootsuite news hootsuite mobile sxsw updates iphone blackberry amp android h,Google,I can't tell,linkedin nelson medina hootsuite news hootsuite mobile sxsw update iphone blackberry amp android h,0.0
4561,lonely job protecting ipad 2 someones gotta sxsw,Apple,I can't tell,lonely job protecting ipad 2 someone gotta sxsw,-0.09999999999999998
4562,free itunes sxsw link takes itunes store,Apple,Positive emotion,free itunes sxsw link take itunes store,0.4
4563,ipad 2 lines 1 half blocks sxsw popup store,Apple,No emotion toward brand or product,ipad 2 line 1 half block sxsw popup store,-0.16666666666666666
4564,thewildernessdowntowncom best show sxsw googles thomas gayno quotit like choreography browser windowsquot sxsw,Google,No emotion toward brand or product,thewildernessdowntowncom best show sxsw google thomas gayno quotit like choreography browser windowsquot sxsw,1.0
4565,internet blurs ipad fades ûò sxsw,Apple,No emotion toward brand or product,internet blur ipad fade ûò sxsw,0.0
4566,googles new quotroutearoundquot feature gives 3 alternate routes avoid traffic collectively saving drivers 2 yrsday sxsw,Google,No emotion toward brand or product,google new quotroutearoundquot feature give 3 alternate route avoid traffic collectively saving driver 2 yrsday sxsw,0.06818181818181818
4567,new ubersocial 4 iphone app store includes uberguide sxsw sponsored mashable,Apple,No emotion toward brand or product,new ubersocial 4 iphone app store includes uberguide sxsw sponsored mashable,0.13636363636363635
4568,new ipad apps speechtherapy communication showcased sxsw conference iear edchat asd,Apple,Positive emotion,new ipad apps speechtherapy communication showcased sxsw conference iear edchat asd,0.13636363636363635
4569,new ipad apps speech therapy communication showcased sxsw conference sxswi assistivetech,Apple,No emotion toward brand or product,new ipad apps speech therapy communication showcased sxsw conference sxswi assistivetech,0.13636363636363635
4570,new ipad apps speech therapy communication showcased sxsw conference sxswi sxswh edapps,Apple,No emotion toward brand or product,new ipad apps speech therapy communication showcased sxsw conference sxswi sxswh edapps,0.13636363636363635
4571,new ipad apps speech therapy communication showcased sxsw conference sxswi hcsm sxswh,Apple,Positive emotion,new ipad apps speech therapy communication showcased sxsw conference sxswi hcsm sxswh,0.13636363636363635
4572,new ipad apps speech therapy communication showcased sxsw conference apraxia sxswi sped,Apple,Negative emotion,new ipad apps speech therapy communication showcased sxsw conference apraxia sxswi sped,0.13636363636363635
4573,new ipad apps speech therapy communication showcased sxsw conference augcomm hcsm mhealth,Apple,Positive emotion,new ipad apps speech therapy communication showcased sxsw conference augcomm hcsm mhealth,0.13636363636363635
4574,covet new ipad sxsw,Apple,No emotion toward brand or product,covet new ipad sxsw,0.13636363636363635
4575,buying 2 new ipads geekdate apple sxsw ipad2,Apple,No emotion toward brand or product,buying 2 new ipads geekdate apple sxsw ipad2,0.13636363636363635
4576,googles new social network quotcirclesquot announced today sxsw,Google,Positive emotion,google new social network quotcirclesquot announced today sxsw,0.08484848484848484
4577,sxsw knew would happen ipad 2 launched actually really funny irl,Apple,No emotion toward brand or product,sxsw knew would happen ipad 2 launched actually really funny irl,0.25
4578,fancy new verizon 4g bb card keeps dropping atampt iphone rocksteady sxsw gofigure,Apple,No emotion toward brand or product,fancy new verizon 4g bb card keep dropping atampt iphone rocksteady sxsw gofigure,0.13636363636363635
4579,googles new version maps already saved pp 2yrs time spent locating places since launch earlier week sxsw,Google,No emotion toward brand or product,google new version map already saved pp 2yrs time spent locating place since launch earlier week sxsw,0.012121212121212116
4580,get new wordpress blog indexed 24 hours checklist sxsw,Apple,Positive emotion,get new wordpress blog indexed 24 hour checklist sxsw,0.13636363636363635
4581,random news tech exclusive shot sxsw popup apple store tt ff,Apple,Positive emotion,random news tech exclusive shot sxsw popup apple store tt ff,-0.5
4582,news sxswi apples temporary ipad store sxsw wth,Apple,Positive emotion,news sxswi apple temporary ipad store sxsw wth,0.0
4583,news sxsw lots ipad bashing everyone wants one even consistent theme,Apple,No emotion toward brand or product,news sxsw lot ipad bashing everyone want one even consistent theme,0.25
4584,wowwwwww next google maps amazing sxsw,Google,No emotion toward brand or product,wowwwwww next google map amazing sxsw,0.30000000000000004
4585,guy next using ipad 2 periscope sxsw,Apple,No emotion toward brand or product,guy next using ipad 2 periscope sxsw,0.0
4586,note next year skinny tie skinny jeans wayfarers amp ipad must accessories sxsw,Apple,Positive emotion,note next year skinny tie skinny jean wayfarer amp ipad must accessory sxsw,0.0
4587,money money money heads sxsw sets temporary store austin via,Others,No emotion toward brand or product,money money money head sxsw set temporary store austin via,0.0
4588,nfc chips one big technology enablers 2011 nexus already iphone 5 probably sxsw,Apple,Positive emotion,nfc chip one big technology enablers 2011 nexus already iphone 5 probably sxsw,0.0
4589,sweet danfung dennis demoing immersive video rig ipad platform used hell back sxsw party,Apple,No emotion toward brand or product,sweet danfung dennis demoing immersive video rig ipad platform used hell back sxsw party,0.175
4590,interesting gtgt rt google launch major new social network called circles possibly today sxsw,Google,Positive emotion,interesting gtgt rt google launch major new social network called circle possibly today sxsw,0.14643939393939392
4591,interesting quotmention quotgoogle looks technical solutions theyre great community human solution sxswû,Google,Positive emotion,interesting quotmention quotgoogle look technical solution theyre great community human solution sxswû,0.325
4592,backpacking sxsw today well see kind conversations google cr48 brings,Google,Positive emotion,backpacking sxsw today well see kind conversation google cr48 brings,0.6
4593,downloading sxsw featured artists itunes,Apple,No emotion toward brand or product,downloading sxsw featured artist itunes,0.0
4594,downloading therocksreport new iphone software b4 hit road sxsw,Apple,No emotion toward brand or product,downloading therocksreport new iphone software b4 hit road sxsw,0.13636363636363635
4595,debating brands role publishers sxsw enjoyed heard google doodle guys,Google,No emotion toward brand or product,debating brand role publisher sxsw enjoyed heard google doodle guy,0.5
4596,interesting debate jcpenney tactics site showing irrelevant keywords googlebing amp punishment sxsw ranking searchengineland,Google,Positive emotion,interesting debate jcpenney tactic site showing irrelevant keywords googlebing amp punishment sxsw ranking searchengineland,0.0
4597,im looking forward panel tomorrow 5pm sxsw left brain search google right brain search x,Google,No emotion toward brand or product,im looking forward panel tomorrow 5pm sxsw left brain search google right brain search x,0.14285714285714285
4598,im looking forward smcdallas pre sxsw party wed hoping ill win ipad resulting shameless promotion chevysmc,Apple,Negative emotion,im looking forward smcdallas pre sxsw party wed hoping ill win ipad resulting shameless promotion chevysmc,0.15000000000000002
4599,tweeting sxsw pretty non existent today thanks iphone app fail hootsuite epic replacement owllove,Apple,No emotion toward brand or product,tweeting sxsw pretty non existent today thanks iphone app fail hootsuite epic replacement owllove,0.012500000000000004
4600,interesting google mobile stats sxsw 40 google maps users 150 million come mobile,Google,No emotion toward brand or product,interesting google mobile stats sxsw 40 google map user 150 million come mobile,0.5
4601,z16 saving grace codes valid 40075959p 031211 infektd sxsw zlf,Others,No emotion toward brand or product,z16 saving grace code valid 40075959p 031211 infektd sxsw zlf,0.0
4602,like seeing applying technology art project sxsw,Google,Positive emotion,like seeing applying technology art project sxsw,0.0
4603,downloading innovative immersive history lesson quotoperation ajaxquot sxsw take look got ipad,Apple,No emotion toward brand or product,downloading innovative immersive history lesson quotoperation ajaxquot sxsw take look got ipad,0.5
4604,child using ipad first time uxdes sxsw,Apple,Positive emotion,child using ipad first time uxdes sxsw,0.25
4605,interesting news ûïmention interrupt regularly scheduled sxsw geek programming big news google circlesû,Google,Positive emotion,interesting news ûïmention interrupt regularly scheduled sxsw geek programming big news google circlesû,0.16666666666666666
